"Time","hestia/local/temperature.mean"
2023-05-19 23:40:00,80 °F
2023-05-19 23:45:00,79 °F
2023-05-19 23:55:00,78.5 °F
2023-05-20 00:05:00,80 °F
2023-05-20 11:10:00,79 °F
2023-05-20 11:15:00,78 °F
2023-05-20 11:35:00,77 °F
2023-05-20 12:15:00,76.5 °F
2023-05-20 12:25:00,78 °F
2023-05-20 12:55:00,79 °F
2023-05-20 13:15:00,78 °F
2023-05-20 13:35:00,77 °F
2023-05-20 13:45:00,78 °F
2023-05-20 14:05:00,79 °F
2023-05-20 14:15:00,78 °F
2023-05-20 14:35:00,78.7 °F
2023-05-20 15:30:00,80 °F
2023-05-20 16:50:00,79 °F
2023-05-20 17:10:00,80 °F
2023-05-20 18:05:00,80.5 °F
2023-05-20 18:10:00,81 °F
2023-05-20 21:45:00,80 °F
2023-05-20 21:55:00,79 °F
2023-05-20 22:00:00,80 °F
2023-05-20 22:10:00,81 °F
2023-05-21 03:35:00,80.3 °F
2023-05-21 10:10:00,79 °F
2023-05-21 10:15:00,78.5 °F
2023-05-21 10:25:00,80 °F
2023-05-21 15:55:00,79 °F
2023-05-21 16:05:00,78 °F
2023-05-21 16:10:00,79 °F
2023-05-21 16:30:00,79.5 °F
2023-05-21 16:35:00,80 °F
2023-05-21 17:00:00,79 °F
2023-05-21 17:05:00,79.7 °F
2023-05-21 18:20:00,79 °F
2023-05-21 18:35:00,78 °F
2023-05-21 18:40:00,79 °F
2023-05-21 19:05:00,80 °F
2023-05-21 21:40:00,79 °F
2023-05-21 21:50:00,79.5 °F
2023-05-21 22:05:00,78 °F
2023-05-21 22:15:00,77 °F
2023-05-21 22:20:00,78 °F
2023-05-21 22:45:00,79 °F
2023-05-22 04:00:00,78 °F
2023-05-22 04:05:00,78.7 °F
2023-05-22 04:10:00,78 °F
2023-05-22 10:15:00,79 °F
2023-05-22 11:40:00,79 °F
2023-05-22 12:55:00,79.5 °F
2023-05-22 13:00:00,80 °F
2023-05-22 15:25:00,81 °F
2023-05-22 17:45:00,81.5 °F
2023-05-22 17:50:00,81.7 °F
2023-05-22 17:55:00,81 °F
2023-05-22 18:25:00,82 °F
2023-05-22 19:35:00,81.5 °F
2023-05-22 19:50:00,81.3 °F
2023-05-22 19:55:00,82 °F
2023-05-22 20:15:00,81 °F
2023-05-22 20:20:00,81.5 °F
2023-05-22 20:25:00,81.7 °F
2023-05-22 20:30:00,81.7 °F
2023-05-22 20:55:00,81.5 °F
2023-05-22 21:00:00,81.4 °F
2023-05-22 21:05:00,81.5 °F
2023-05-23 02:30:00,80.3 °F
2023-05-23 02:35:00,80.5 °F
2023-05-23 07:05:00,79.5 °F
2023-05-23 07:10:00,79.5 °F
2023-05-23 07:20:00,79 °F
2023-05-23 07:25:00,80 °F
2023-05-23 07:35:00,79 °F
2023-05-23 10:15:00,79.5 °F
2023-05-23 10:20:00,79.6 °F
2023-05-23 10:25:00,79.5 °F
2023-05-23 10:30:00,79.5 °F
2023-05-23 10:35:00,79 °F
2023-05-23 10:40:00,80 °F
2023-05-23 14:15:00,80.6 °F
2023-05-23 14:20:00,80.5 °F
2023-05-23 16:00:00,80.5 °F
2023-05-23 17:50:00,81.5 °F
2023-05-23 18:05:00,80 °F
2023-05-23 18:15:00,79 °F
2023-05-23 18:20:00,80 °F
2023-05-23 18:35:00,81 °F
2023-05-24 00:30:00,80.5 °F
2023-05-24 00:35:00,80.4 °F
2023-05-24 06:20:00,79 °F
2023-05-24 06:25:00,80 °F
2023-05-24 06:45:00,79 °F
2023-05-24 12:10:00,79.5 °F
2023-05-24 12:15:00,79.6 °F
2023-05-24 17:15:00,80.6 °F
2023-05-24 17:20:00,80.7 °F
2023-05-25 03:00:00,80.4 °F
2023-05-25 03:05:00,80.5 °F
2023-05-25 07:45:00,79 °F
2023-05-25 08:05:00,79.5 °F
2023-05-25 10:50:00,80 °F
2023-05-25 11:05:00,79.5 °F
2023-05-25 11:10:00,79.5 °F
2023-05-25 11:20:00,79.5 °F
2023-05-25 15:40:00,80.5 °F
2023-05-25 15:50:00,80.5 °F
2023-05-25 15:55:00,80.7 °F
2023-05-25 23:45:00,80 °F
2023-05-25 23:50:00,79 °F
2023-05-26 00:05:00,78 °F
2023-05-26 00:10:00,79 °F
2023-05-26 00:20:00,80 °F
2023-05-26 05:00:00,79.5 °F
2023-05-26 05:05:00,79.4 °F
2023-05-26 10:50:00,79.5 °F
2023-05-26 10:55:00,79.7 °F
2023-05-26 11:00:00,79.5 °F
2023-05-26 11:30:00,79.5 °F
2023-05-26 14:05:00,81 °F
2023-05-26 15:50:00,82 °F
2023-05-26 18:15:00,83 °F
2023-05-26 18:20:00,82.5 °F
2023-05-26 19:05:00,82.3 °F
2023-05-26 19:10:00,82.5 °F
2023-05-27 01:25:00,81.5 °F
2023-05-27 01:30:00,81.3 °F
2023-05-27 01:35:00,81.3 °F
2023-05-27 05:30:00,80 °F
2023-05-27 12:50:00,80.7 °F
2023-05-27 16:15:00,81.7 °F
2023-05-27 16:20:00,81.5 °F
2023-05-28 02:25:00,81.5 °F
2023-05-28 02:30:00,81.3 °F
2023-05-28 06:35:00,80.4 °F
2023-05-28 12:40:00,80.6 °F
2023-05-28 12:45:00,80 °F
2023-05-28 12:50:00,80.7 °F
2023-05-28 13:00:00,80.3 °F
2023-05-28 13:05:00,80.5 °F
2023-05-28 13:10:00,80.7 °F
2023-05-28 17:20:00,81.6 °F
2023-05-28 17:25:00,81.5 °F
2023-05-29 02:05:00,81.5 °F
2023-05-29 02:10:00,81 °F
2023-05-29 07:55:00,80 °F
2023-05-29 08:10:00,80.5 °F
2023-05-29 08:15:00,80.7 °F
2023-05-29 08:25:00,80.5 °F
2023-05-29 08:30:00,80.5 °F
2023-05-29 08:35:00,80.4 °F
2023-05-29 08:40:00,80.6 °F
2023-05-29 08:45:00,80.3 °F
2023-05-29 09:15:00,81 °F
2023-05-29 09:20:00,80.3 °F
2023-05-29 09:25:00,81 °F
2023-05-29 10:55:00,80.3 °F
2023-05-29 11:05:00,81 °F
2023-05-29 11:20:00,80 °F
2023-05-29 12:15:00,80.5 °F
2023-05-29 12:30:00,79 °F
2023-05-29 12:35:00,80 °F
2023-05-29 13:00:00,79 °F
2023-05-29 13:10:00,78.3 °F
2023-05-29 13:20:00,77.5 °F
2023-05-29 13:25:00,79 °F
2023-05-29 13:35:00,79.5 °F
2023-05-29 13:40:00,78 °F
2023-05-29 13:45:00,77 °F
2023-05-29 13:50:00,77.7 °F
2023-05-29 13:55:00,79 °F
2023-05-29 14:05:00,80 °F
2023-05-29 15:20:00,81 °F
2023-05-29 15:25:00,80.5 °F
2023-05-29 17:55:00,81.7 °F
2023-05-29 18:00:00,81.5 °F
2023-05-29 18:05:00,81.5 °F
2023-05-29 20:30:00,81 °F
2023-05-29 20:35:00,80 °F
2023-05-29 20:50:00,79 °F
2023-05-29 20:55:00,80 °F
2023-05-29 21:00:00,81 °F
2023-05-30 01:40:00,80.5 °F
2023-05-30 01:45:00,80 °F
2023-05-30 01:50:00,81 °F
2023-05-30 02:00:00,80.3 °F
2023-05-30 02:05:00,81 °F
2023-05-30 02:10:00,80 °F
2023-05-30 02:20:00,80.5 °F
2023-05-30 06:15:00,79.3 °F
2023-05-30 14:00:00,79.5 °F
2023-05-30 14:05:00,80 °F
2023-05-30 16:40:00,81 °F
2023-05-30 16:45:00,80 °F
2023-05-30 16:50:00,80.5 °F
2023-05-30 16:55:00,80.7 °F
2023-05-30 17:00:00,80 °F
2023-05-30 17:05:00,80.6 °F
2023-05-30 23:55:00,80.5 °F
2023-05-31 00:25:00,80 °F
2023-05-31 00:30:00,80.5 °F
2023-05-31 00:35:00,80.5 °F
2023-05-31 00:40:00,80.7 °F
2023-05-31 00:45:00,80.5 °F
2023-05-31 00:50:00,80.4 °F
2023-05-31 00:55:00,80.7 °F
2023-05-31 01:00:00,80.3 °F
2023-05-31 01:05:00,80.5 °F
2023-05-31 01:10:00,80.5 °F
2023-05-31 05:40:00,79 °F
2023-05-31 05:45:00,79.5 °F
2023-05-31 06:00:00,79.5 °F
2023-05-31 06:05:00,79.5 °F
2023-05-31 06:10:00,79.5 °F
2023-05-31 12:35:00,80 °F
2023-05-31 12:40:00,79.2 °F
2023-05-31 12:45:00,78 °F
2023-05-31 12:55:00,77 °F
2023-05-31 13:00:00,77.5 °F
2023-05-31 13:15:00,76 °F
2023-05-31 13:20:00,77 °F
2023-05-31 13:25:00,78 °F
2023-05-31 13:50:00,78.5 °F
2023-05-31 13:55:00,77 °F
2023-05-31 14:10:00,78 °F
2023-05-31 14:30:00,79 °F
2023-05-31 16:05:00,79.5 °F
2023-05-31 16:15:00,78 °F
2023-05-31 16:25:00,77.5 °F
2023-05-31 16:35:00,79 °F
2023-05-31 17:10:00,80 °F
2023-05-31 17:15:00,79 °F
2023-05-31 17:20:00,78.3 °F
2023-05-31 17:35:00,77.5 °F
2023-05-31 17:45:00,79 °F
2023-05-31 18:25:00,79.6 °F
2023-05-31 18:30:00,79.5 °F
2023-05-31 19:00:00,79 °F
2023-05-31 19:05:00,78 °F
2023-05-31 19:10:00,79 °F
2023-05-31 19:25:00,79.6 °F
2023-06-01 04:00:00,79.5 °F
2023-06-01 04:15:00,79 °F
2023-06-01 04:20:00,79.5 °F
2023-06-01 04:30:00,79.7 °F
2023-06-01 04:35:00,79 °F
2023-06-01 04:50:00,79.5 °F
2023-06-01 09:55:00,78 °F
2023-06-01 10:00:00,77 °F
2023-06-01 10:10:00,78 °F
2023-06-01 10:30:00,78.5 °F
2023-06-01 10:35:00,78.5 °F
2023-06-01 10:45:00,79 °F
2023-06-01 10:50:00,78.3 °F
2023-06-01 10:55:00,78.7 °F
2023-06-01 12:25:00,78 °F
2023-06-01 12:30:00,77.3 °F
2023-06-01 12:35:00,78 °F
2023-06-01 12:45:00,77 °F
2023-06-01 13:10:00,78 °F
2023-06-01 13:25:00,77.5 °F
2023-06-01 13:30:00,77 °F
2023-06-01 13:40:00,78 °F
2023-06-01 13:55:00,79 °F
2023-06-01 14:00:00,78.3 °F
2023-06-01 14:05:00,78.7 °F
2023-06-01 14:55:00,77.5 °F
2023-06-01 15:00:00,77.7 °F
2023-06-01 15:10:00,79 °F
2023-06-01 16:10:00,78.5 °F
2023-06-01 16:15:00,78 °F
2023-06-01 16:20:00,79 °F
2023-06-01 16:25:00,78 °F
2023-06-01 16:30:00,78 °F
2023-06-01 16:40:00,79 °F
2023-06-01 17:10:00,79.5 °F
2023-06-01 17:15:00,80 °F
2023-06-01 18:20:00,79 °F
2023-06-01 18:30:00,78.5 °F
2023-06-01 18:40:00,80 °F
2023-06-02 05:15:00,79.5 °F
2023-06-02 05:25:00,79.3 °F
2023-06-02 05:30:00,79.7 °F
2023-06-02 05:35:00,79.4 °F
2023-06-02 05:40:00,79.5 °F
2023-06-02 05:45:00,79.7 °F
2023-06-02 05:50:00,79.4 °F
2023-06-02 10:50:00,78 °F
2023-06-02 10:55:00,77.5 °F
2023-06-02 11:05:00,78.5 °F
2023-06-02 11:10:00,79 °F
2023-06-02 11:55:00,78 °F
2023-06-02 12:20:00,77 °F
2023-06-02 12:55:00,78 °F
2023-06-02 13:20:00,78.7 °F
2023-06-02 13:25:00,78.5 °F
2023-06-02 15:05:00,79.7 °F
2023-06-02 15:10:00,79.5 °F
2023-06-02 16:55:00,80.5 °F
2023-06-02 17:00:00,81 °F
2023-06-02 17:05:00,80.5 °F
2023-06-03 04:25:00,80.5 °F
2023-06-03 04:30:00,80.5 °F
2023-06-03 04:35:00,80 °F
2023-06-03 04:40:00,81 °F
2023-06-03 04:50:00,80.3 °F
2023-06-03 04:55:00,80.6 °F
2023-06-03 05:00:00,80.4 °F
2023-06-03 05:05:00,80.5 °F
2023-06-03 05:45:00,80.5 °F
2023-06-03 11:35:00,79 °F
2023-06-03 11:40:00,78.5 °F
2023-06-03 11:45:00,78.5 °F
2023-06-03 11:55:00,80 °F
2023-06-03 13:20:00,79 °F
2023-06-03 13:30:00,80 °F
2023-06-03 14:00:00,79 °F
2023-06-03 14:15:00,79.7 °F
2023-06-03 15:05:00,81 °F
2023-06-03 15:15:00,80.5 °F
2023-06-03 16:55:00,80 °F
2023-06-03 17:05:00,79.5 °F
2023-06-03 17:15:00,81 °F
2023-06-03 17:55:00,81.5 °F
2023-06-03 18:05:00,80 °F
2023-06-03 18:15:00,79.5 °F
2023-06-03 18:20:00,81 °F
2023-06-03 18:50:00,82 °F
2023-06-03 18:55:00,81 °F
2023-06-03 19:00:00,80 °F
2023-06-03 19:10:00,79.5 °F
2023-06-03 19:15:00,81 °F
2023-06-03 20:40:00,81.5 °F
2023-06-03 20:45:00,80 °F
2023-06-03 20:50:00,79 °F
2023-06-03 20:55:00,80 °F
2023-06-03 21:05:00,81 °F
2023-06-04 00:20:00,82 °F
2023-06-04 00:25:00,80.5 °F
2023-06-04 00:30:00,79 °F
2023-06-04 00:35:00,80 °F
2023-06-04 00:45:00,81 °F
2023-06-04 04:25:00,80 °F
2023-06-04 04:30:00,80.5 °F
2023-06-04 04:35:00,80.5 °F
2023-06-04 04:45:00,80.5 °F
2023-06-04 05:00:00,80.5 °F
2023-06-04 09:05:00,79.5 °F
2023-06-04 09:20:00,79 °F
2023-06-04 09:25:00,79.5 °F
2023-06-04 09:30:00,80 °F
2023-06-04 09:40:00,79.3 °F
2023-06-04 09:45:00,80 °F
2023-06-04 09:50:00,79.4 °F
2023-06-04 09:55:00,79.5 °F
2023-06-04 10:00:00,79.5 °F
2023-06-04 10:05:00,79.5 °F
2023-06-04 10:15:00,79.7 °F
2023-06-04 10:20:00,79 °F
2023-06-04 10:45:00,79.5 °F
2023-06-04 10:50:00,79.5 °F
2023-06-04 11:15:00,80 °F
2023-06-04 11:20:00,79.4 °F
2023-06-04 11:25:00,79.4 °F
2023-06-04 11:50:00,79.5 °F
2023-06-04 12:00:00,79.5 °F
2023-06-04 12:05:00,79.5 °F
2023-06-04 12:10:00,80 °F
2023-06-04 12:15:00,79 °F
2023-06-04 12:20:00,79.7 °F
2023-06-04 12:25:00,79.4 °F
2023-06-04 12:40:00,79.5 °F
2023-06-04 12:45:00,80 °F
2023-06-04 12:50:00,79.3 °F
2023-06-04 13:00:00,80 °F
2023-06-04 13:10:00,79.3 °F
2023-06-04 13:15:00,80 °F
2023-06-04 18:20:00,80.6 °F
2023-06-04 18:25:00,80.6 °F
2023-06-04 18:30:00,80.5 °F
2023-06-04 19:05:00,80.5 °F
2023-06-04 19:15:00,80.4 °F
2023-06-04 19:20:00,81 °F
2023-06-04 19:25:00,80 °F
2023-06-04 19:30:00,80.5 °F
2023-06-04 19:35:00,80.5 °F
2023-06-04 19:40:00,81 °F
2023-06-04 19:45:00,80 °F
2023-06-04 19:50:00,80.5 °F
2023-06-04 19:55:00,81 °F
2023-06-04 20:05:00,80.3 °F
2023-06-04 20:10:00,80.6 °F
2023-06-04 20:15:00,80.4 °F
2023-06-04 20:20:00,80.6 °F
2023-06-04 20:25:00,80.6 °F
2023-06-04 20:30:00,80.5 °F
2023-06-04 20:35:00,80.5 °F
2023-06-04 20:40:00,80.5 °F
2023-06-04 20:45:00,80 °F
2023-06-04 20:50:00,81 °F
2023-06-04 20:55:00,80 °F
2023-06-05 03:25:00,79.3 °F
2023-06-05 03:30:00,79.7 °F
2023-06-05 03:35:00,79.5 °F
2023-06-05 03:40:00,79 °F
2023-06-05 04:10:00,79.5 °F
2023-06-05 13:25:00,79.5 °F
2023-06-05 13:30:00,79.6 °F
2023-06-05 13:35:00,79.3 °F
2023-06-05 13:40:00,79.5 °F
2023-06-05 13:45:00,80 °F
2023-06-05 13:50:00,79.5 °F
2023-06-05 13:55:00,79 °F
2023-06-05 14:00:00,79.5 °F
2023-06-05 14:05:00,80 °F
2023-06-05 16:15:00,81 °F
2023-06-05 16:20:00,80 °F
2023-06-05 18:20:00,79 °F
2023-06-05 18:25:00,78 °F
2023-06-05 18:30:00,79 °F
2023-06-05 18:40:00,80 °F
2023-06-05 22:45:00,79.5 °F
2023-06-05 22:50:00,79.3 °F
2023-06-05 22:55:00,79.7 °F
2023-06-05 23:00:00,79.5 °F
2023-06-05 23:05:00,79.3 °F
2023-06-05 23:10:00,79.7 °F
2023-06-05 23:20:00,79.3 °F
2023-06-05 23:25:00,79.5 °F
2023-06-05 23:30:00,79.7 °F
2023-06-05 23:35:00,79.3 °F
2023-06-05 23:40:00,79.5 °F
2023-06-06 05:25:00,78.5 °F
2023-06-06 05:35:00,78 °F
2023-06-06 05:40:00,78.6 °F
2023-06-06 05:55:00,78.4 °F
2023-06-06 06:00:00,78.5 °F
2023-06-06 06:05:00,78.5 °F
2023-06-06 06:10:00,78.5 °F
2023-06-06 06:15:00,78.6 °F
2023-06-06 06:20:00,78 °F
2023-06-06 06:25:00,78.6 °F
2023-06-06 06:30:00,78 °F
2023-06-06 06:45:00,78.7 °F
2023-06-06 06:50:00,78 °F
2023-06-06 11:25:00,77 °F
2023-06-06 11:40:00,77.7 °F
2023-06-06 13:05:00,77 °F
2023-06-06 13:20:00,78 °F
2023-06-06 14:30:00,78.5 °F
2023-06-06 14:35:00,78.7 °F
2023-06-06 15:00:00,78 °F
2023-06-06 15:05:00,77.3 °F
2023-06-06 15:15:00,78 °F
2023-06-06 15:30:00,79 °F
2023-06-06 17:10:00,78 °F
2023-06-06 17:20:00,79 °F
2023-06-06 18:20:00,79.7 °F
2023-06-06 18:25:00,79.5 °F
2023-06-06 23:40:00,79 °F
2023-06-06 23:45:00,80 °F
2023-06-06 23:50:00,79 °F
2023-06-06 23:55:00,79.5 °F
2023-06-07 00:00:00,80 °F
2023-06-07 00:05:00,79.3 °F
2023-06-07 00:10:00,79.7 °F
2023-06-07 00:15:00,79.5 °F
2023-06-07 00:20:00,79.5 °F
2023-06-07 00:25:00,79.3 °F
2023-06-07 00:30:00,79.5 °F
2023-06-07 00:35:00,79.5 °F
2023-06-07 00:45:00,80 °F
2023-06-07 00:50:00,79.4 °F
2023-06-07 01:15:00,79.5 °F
2023-06-07 05:25:00,78.5 °F
2023-06-07 05:35:00,78.5 °F
2023-06-07 05:40:00,78 °F
2023-06-07 05:45:00,78.6 °F
2023-06-07 05:50:00,78.5 °F
2023-06-07 05:55:00,78.5 °F
2023-06-07 06:00:00,78.5 °F
2023-06-07 06:10:00,78.3 °F
2023-06-07 06:15:00,78.5 °F
2023-06-07 06:20:00,78.5 °F
2023-06-07 06:25:00,78.3 °F
2023-06-07 06:30:00,78.5 °F
2023-06-07 06:35:00,78.5 °F
2023-06-07 06:45:00,78.5 °F
2023-06-07 09:45:00,77 °F
2023-06-07 09:55:00,76.5 °F
2023-06-07 10:05:00,76 °F
2023-06-07 10:15:00,77 °F
2023-06-07 10:25:00,76 °F
2023-06-07 10:35:00,77 °F
2023-06-07 11:00:00,77.5 °F
2023-06-07 11:10:00,78 °F
2023-06-07 11:15:00,77 °F
2023-06-07 11:20:00,76.3 °F
2023-06-07 11:30:00,77 °F
2023-06-07 12:00:00,77.7 °F
2023-06-07 13:50:00,78.5 °F
2023-06-07 14:00:00,78.5 °F
2023-06-07 14:05:00,78.5 °F
2023-06-07 14:10:00,78.7 °F
2023-06-07 14:20:00,78 °F
2023-06-07 14:25:00,77 °F
2023-06-07 14:35:00,78 °F
2023-06-07 14:55:00,78.7 °F
2023-06-07 15:00:00,78.5 °F
2023-06-07 17:20:00,79.5 °F
2023-06-07 17:30:00,78 °F
2023-06-07 17:35:00,77 °F
2023-06-07 17:40:00,78 °F
2023-06-07 17:50:00,79 °F
2023-06-07 19:05:00,79.5 °F
2023-06-07 19:10:00,78 °F
2023-06-07 19:20:00,77 °F
2023-06-07 19:25:00,78 °F
2023-06-07 19:30:00,79 °F
2023-06-08 08:15:00,78 °F
2023-06-08 08:20:00,76.6 °F
2023-06-08 08:25:00,76.4 °F
2023-06-08 08:35:00,77 °F
2023-06-08 08:45:00,77.5 °F
2023-06-08 08:50:00,78 °F
2023-06-08 10:25:00,78.5 °F
2023-06-08 10:30:00,77 °F
2023-06-08 10:35:00,76.5 °F
2023-06-08 10:40:00,76.5 °F
2023-06-08 10:45:00,78 °F
2023-06-08 11:45:00,78.5 °F
2023-06-08 11:50:00,77 °F
2023-06-08 12:00:00,76.5 °F
2023-06-08 12:05:00,78 °F
2023-06-08 12:15:00,79 °F
2023-06-08 12:20:00,78 °F
2023-06-08 12:25:00,77 °F
2023-06-08 12:35:00,76 °F
2023-06-08 12:40:00,77 °F
2023-06-08 12:45:00,78 °F
2023-06-08 13:20:00,78.5 °F
2023-06-08 13:30:00,77 °F
2023-06-08 13:40:00,76.5 °F
2023-06-08 13:50:00,78 °F
2023-06-08 14:25:00,78.5 °F
2023-06-08 14:30:00,77 °F
2023-06-08 14:45:00,76.5 °F
2023-06-08 14:55:00,78 °F
2023-06-08 15:20:00,79 °F
2023-06-08 15:25:00,78 °F
2023-06-08 15:30:00,77 °F
2023-06-08 15:45:00,76 °F
2023-06-08 15:50:00,77.5 °F
2023-06-08 16:00:00,78.5 °F
2023-06-08 16:05:00,77 °F
2023-06-08 16:15:00,76.3 °F
2023-06-08 16:20:00,77.5 °F
2023-06-08 16:30:00,78.5 °F
2023-06-08 16:35:00,77 °F
2023-06-08 16:45:00,76.5 °F
2023-06-08 16:50:00,78 °F
2023-06-08 17:05:00,78.5 °F
2023-06-08 17:10:00,77 °F
2023-06-08 17:15:00,76.5 °F
2023-06-08 17:25:00,78 °F
2023-06-08 18:05:00,78.5 °F
2023-06-08 18:10:00,77 °F
2023-06-08 18:15:00,76 °F
2023-06-08 18:20:00,77 °F
2023-06-08 18:25:00,78 °F
2023-06-08 18:55:00,79 °F
2023-06-08 19:00:00,78 °F
2023-06-08 19:05:00,79 °F
2023-06-08 19:10:00,78.5 °F
2023-06-08 19:15:00,78.5 °F
2023-06-08 19:25:00,78.5 °F
2023-06-08 21:10:00,80 °F
2023-06-08 22:00:00,79.3 °F
2023-06-09 02:45:00,78.5 °F
2023-06-09 03:45:00,78.4 °F
2023-06-09 03:50:00,79 °F
2023-06-09 03:55:00,78.5 °F
2023-06-09 04:00:00,78.5 °F
2023-06-09 04:15:00,78 °F
2023-06-09 04:20:00,78.5 °F
2023-06-09 04:25:00,78.5 °F
2023-06-09 07:25:00,79 °F
2023-06-09 07:30:00,78 °F
2023-06-09 07:40:00,79 °F
2023-06-09 07:45:00,78 °F
2023-06-09 10:40:00,79 °F
2023-06-09 10:50:00,78 °F
2023-06-09 11:00:00,79 °F
2023-06-09 12:50:00,80 °F
2023-06-09 14:15:00,80.7 °F
2023-06-09 14:30:00,80.5 °F
2023-06-09 14:35:00,80.3 °F
2023-06-09 14:50:00,80.5 °F
2023-06-09 14:55:00,80.5 °F
2023-06-09 15:00:00,81 °F
2023-06-09 16:15:00,81.5 °F
2023-06-09 16:30:00,81.7 °F
2023-06-09 16:35:00,81.5 °F
2023-06-09 17:55:00,81 °F
2023-06-09 18:30:00,80 °F
2023-06-09 19:15:00,79 °F
2023-06-09 19:50:00,78 °F
2023-06-09 20:10:00,77 °F
2023-06-09 20:15:00,78 °F
2023-06-09 20:20:00,79 °F
2023-06-09 20:35:00,80 °F
2023-06-09 20:40:00,78.5 °F
2023-06-09 20:50:00,77.5 °F
2023-06-09 20:55:00,79 °F
2023-06-09 21:10:00,79.5 °F
2023-06-09 21:15:00,78 °F
2023-06-09 21:25:00,77.5 °F
2023-06-09 21:30:00,79 °F
2023-06-09 21:45:00,79.5 °F
2023-06-09 21:50:00,78 °F
2023-06-09 22:05:00,79 °F
2023-06-09 22:25:00,79.5 °F
2023-06-09 22:30:00,80 °F
2023-06-10 03:25:00,80.5 °F
2023-06-10 03:35:00,79 °F
2023-06-10 03:40:00,78 °F
2023-06-10 03:45:00,79 °F
2023-06-10 03:55:00,79.7 °F
2023-06-10 10:10:00,80.5 °F
2023-06-10 10:20:00,79 °F
2023-06-10 10:35:00,78 °F
2023-06-10 10:40:00,79 °F
2023-06-10 10:55:00,80 °F
2023-06-10 11:40:00,79 °F
2023-06-10 11:50:00,78 °F
2023-06-10 11:55:00,79 °F
2023-06-10 12:05:00,79.5 °F
2023-06-10 12:10:00,78 °F
2023-06-10 12:20:00,79 °F
2023-06-10 12:30:00,80 °F
2023-06-10 12:35:00,79 °F
2023-06-10 12:45:00,78 °F
2023-06-10 13:00:00,77.3 °F
2023-06-10 13:35:00,76.5 °F
2023-06-10 13:40:00,78 °F
2023-06-10 13:50:00,78.5 °F
2023-06-10 14:00:00,77 °F
2023-06-10 14:35:00,76.5 °F
2023-06-10 14:40:00,78 °F
2023-06-10 14:50:00,78.5 °F
2023-06-10 15:00:00,77 °F
2023-06-10 15:15:00,76.5 °F
2023-06-10 15:20:00,78 °F
2023-06-10 15:30:00,78.5 °F
2023-06-10 15:40:00,77 °F
2023-06-10 16:20:00,76.5 °F
2023-06-10 16:25:00,78 °F
2023-06-10 16:35:00,79 °F
2023-06-10 17:10:00,78 °F
2023-06-10 17:25:00,77 °F
2023-06-10 18:05:00,76.5 °F
2023-06-10 18:15:00,78 °F
2023-06-10 18:20:00,79 °F
2023-06-10 18:25:00,78 °F
2023-06-10 18:30:00,77 °F
2023-06-10 18:55:00,76.5 °F
2023-06-10 19:00:00,78 °F
2023-06-10 19:10:00,78.5 °F
2023-06-10 19:20:00,77 °F
2023-06-10 19:30:00,76 °F
2023-06-10 19:35:00,77 °F
2023-06-10 19:40:00,78 °F
2023-06-10 19:50:00,79 °F
2023-06-10 20:45:00,80 °F
2023-06-10 20:50:00,79.5 °F
2023-06-10 22:15:00,79 °F
2023-06-10 22:20:00,78 °F
2023-06-10 22:30:00,79 °F
2023-06-10 22:50:00,80 °F
2023-06-11 03:30:00,79.5 °F
2023-06-11 03:35:00,79.5 °F
2023-06-11 03:50:00,79.5 °F
2023-06-11 04:00:00,79 °F
2023-06-11 04:15:00,79.5 °F
2023-06-11 04:20:00,80 °F
2023-06-11 04:25:00,79 °F
2023-06-11 09:30:00,79.5 °F
2023-06-11 09:40:00,79.6 °F
2023-06-11 09:45:00,79.6 °F
2023-06-11 10:00:00,79 °F
2023-06-11 10:05:00,79.5 °F
2023-06-11 10:30:00,78 °F
2023-06-11 10:35:00,77.5 °F
2023-06-11 10:40:00,79 °F
2023-06-11 11:00:00,80 °F
2023-06-11 13:10:00,80.5 °F
2023-06-11 13:15:00,79 °F
2023-06-11 13:25:00,78.5 °F
2023-06-11 13:35:00,80 °F
2023-06-11 14:20:00,80.5 °F
2023-06-11 14:25:00,79 °F
2023-06-11 14:35:00,78 °F
2023-06-11 14:40:00,79 °F
2023-06-11 14:45:00,80 °F
2023-06-11 15:20:00,80.5 °F
2023-06-11 15:30:00,79 °F
2023-06-11 15:40:00,78.5 °F
2023-06-11 15:50:00,80 °F
2023-06-11 16:10:00,80.7 °F
2023-06-11 16:15:00,80 °F
2023-06-11 16:20:00,79 °F
2023-06-11 16:30:00,78.5 °F
2023-06-11 16:35:00,80 °F
2023-06-11 16:55:00,80.5 °F
2023-06-11 17:05:00,79 °F
2023-06-11 17:15:00,78.5 °F
2023-06-11 17:20:00,80 °F
2023-06-11 17:40:00,80.5 °F
2023-06-11 17:50:00,79 °F
2023-06-11 18:05:00,78 °F
2023-06-11 18:10:00,79 °F
2023-06-11 18:15:00,80 °F
2023-06-11 18:40:00,80.5 °F
2023-06-11 18:50:00,79 °F
2023-06-11 19:05:00,78 °F
2023-06-11 19:10:00,79 °F
2023-06-11 19:15:00,80 °F
2023-06-11 19:45:00,81 °F
2023-06-11 21:35:00,81.5 °F
2023-06-11 21:40:00,80 °F
2023-06-11 21:50:00,79.5 °F
2023-06-11 22:00:00,81 °F
2023-06-11 22:45:00,82 °F
2023-06-11 22:50:00,81 °F
2023-06-11 22:55:00,80 °F
