"Time","hestia/local/temperature.mean"
2023-04-07 14:45:00,70.5 °F
2023-04-07 14:50:00,71 °F
2023-04-07 14:55:00,70.5 °F
2023-04-07 15:00:00,72 °F
2023-04-07 15:10:00,73 °F
2023-04-07 15:25:00,74 °F
2023-04-07 15:35:00,73 °F
2023-04-07 16:05:00,72 °F
2023-04-07 17:45:00,71 °F
2023-04-07 17:50:00,72 °F
2023-04-07 18:00:00,73 °F
2023-04-07 18:05:00,74 °F
2023-04-07 18:20:00,73 °F
2023-04-07 19:15:00,72.5 °F
2023-04-07 19:20:00,72 °F
2023-04-07 23:25:00,71 °F
2023-04-07 23:30:00,72 °F
2023-04-07 23:35:00,73 °F
2023-04-07 23:45:00,74 °F
2023-04-08 00:00:00,73 °F
2023-04-08 00:30:00,72 °F
2023-04-08 02:45:00,71.3 °F
2023-04-08 02:50:00,72 °F
2023-04-08 02:55:00,73 °F
2023-04-08 03:00:00,74 °F
2023-04-08 03:05:00,73 °F
2023-04-08 03:20:00,72 °F
2023-04-08 04:50:00,71.4 °F
2023-04-08 09:25:00,70 °F
2023-04-08 10:15:00,70.5 °F
2023-04-08 10:20:00,70.5 °F
2023-04-08 10:35:00,70.5 °F
2023-04-08 10:40:00,70.5 °F
2023-04-08 10:45:00,70.5 °F
2023-04-08 10:55:00,70.7 °F
2023-04-08 11:00:00,70.5 °F
2023-04-08 11:05:00,70.5 °F
2023-04-08 12:10:00,70 °F
2023-04-08 12:40:00,71 °F
2023-04-08 13:40:00,70.5 °F
2023-04-08 16:00:00,72 °F
2023-04-08 16:05:00,71 °F
2023-04-08 16:10:00,72 °F
2023-04-08 20:20:00,72.6 °F
2023-04-08 20:25:00,72.3 °F
2023-04-08 20:30:00,73 °F
2023-04-08 21:00:00,72 °F
2023-04-08 21:05:00,73 °F
2023-04-08 21:20:00,72 °F
2023-04-08 21:30:00,72.7 °F
2023-04-08 22:00:00,72.5 °F
2023-04-08 23:55:00,72.3 °F
2023-04-09 00:00:00,72.5 °F
2023-04-09 00:05:00,72.5 °F
2023-04-10 06:20:00,72.3 °F
2023-04-10 06:25:00,72.5 °F
2023-04-10 20:20:00,72.6 °F
2023-04-10 20:40:00,72.5 °F
2023-04-11 00:25:00,72 °F
2023-04-11 04:55:00,71 °F
2023-04-11 05:00:00,71.6 °F
2023-04-11 05:05:00,71.5 °F
2023-04-11 05:10:00,71.4 °F
2023-04-11 05:15:00,71.7 °F
2023-04-11 05:20:00,71.3 °F
2023-04-11 07:25:00,71.7 °F
2023-04-11 07:45:00,71.3 °F
2023-04-11 07:50:00,71.5 °F
2023-04-11 10:10:00,72 °F
2023-04-11 12:55:00,73 °F
2023-04-11 15:20:00,73.5 °F
2023-04-11 15:25:00,73.7 °F
2023-04-11 16:55:00,75 °F
2023-04-11 17:05:00,74 °F
2023-04-11 17:55:00,75 °F
2023-04-11 18:00:00,74 °F
2023-04-11 18:20:00,75 °F
2023-04-11 19:50:00,74.5 °F
2023-04-11 19:55:00,74.5 °F
2023-04-11 20:00:00,74.3 °F
2023-04-11 20:05:00,75 °F
2023-04-11 20:10:00,74 °F
2023-04-11 20:20:00,75 °F
2023-04-11 20:25:00,74.5 °F
2023-04-11 20:30:00,74.3 °F
2023-04-12 02:25:00,73.5 °F
2023-04-12 02:30:00,73.3 °F
2023-04-12 06:55:00,72.3 °F
2023-04-12 07:00:00,73 °F
2023-04-12 07:05:00,72 °F
2023-04-12 07:20:00,72.5 °F
2023-04-12 12:35:00,72.5 °F
2023-04-12 12:40:00,73 °F
2023-04-12 12:45:00,72.3 °F
2023-04-12 12:50:00,72.6 °F
2023-04-12 12:55:00,73 °F
2023-04-12 14:35:00,73.5 °F
2023-04-12 14:40:00,73.5 °F
2023-04-12 14:45:00,74 °F
2023-04-12 21:35:00,76 °F
2023-04-12 21:40:00,74.5 °F
2023-04-12 23:00:00,73.5 °F
2023-04-12 23:05:00,73.3 °F
2023-04-13 02:35:00,72.5 °F
2023-04-13 02:40:00,72.5 °F
2023-04-13 02:45:00,72.5 °F
2023-04-13 02:50:00,72 °F
2023-04-13 09:55:00,72 °F
2023-04-13 10:25:00,71 °F
2023-04-13 10:50:00,72 °F
2023-04-13 11:00:00,71.5 °F
2023-04-13 11:20:00,71 °F
2023-04-13 11:25:00,71 °F
2023-04-13 11:30:00,72 °F
2023-04-13 11:35:00,71 °F
2023-04-13 11:40:00,72 °F
2023-04-13 13:05:00,73 °F
2023-04-13 13:15:00,72.3 °F
2023-04-13 13:20:00,73 °F
2023-04-13 14:25:00,74 °F
2023-04-13 14:30:00,73 °F
2023-04-13 14:35:00,74 °F
2023-04-13 15:55:00,75 °F
2023-04-13 17:00:00,75.7 °F
2023-04-13 20:30:00,75.5 °F
2023-04-13 20:35:00,75 °F
2023-04-13 20:55:00,76 °F
2023-04-13 22:20:00,75.5 °F
2023-04-13 22:30:00,75.3 °F
2023-04-14 03:55:00,74.4 °F
2023-04-14 07:00:00,74 °F
2023-04-14 07:15:00,73.5 °F
2023-04-14 07:25:00,73.5 °F
2023-04-14 07:45:00,73.5 °F
2023-04-14 08:30:00,73 °F
2023-04-14 08:35:00,74 °F
2023-04-14 08:45:00,73.5 °F
2023-04-14 08:50:00,73.3 °F
2023-04-14 09:30:00,73.5 °F
2023-04-14 09:35:00,73.6 °F
2023-04-14 09:40:00,73.5 °F
2023-04-14 15:15:00,75 °F
2023-04-14 15:20:00,74.4 °F
2023-04-14 15:25:00,74.6 °F
2023-04-14 15:30:00,74.5 °F
2023-04-14 15:35:00,74.5 °F
2023-04-14 20:30:00,76 °F
2023-04-15 04:15:00,75.5 °F
2023-04-15 04:20:00,75.5 °F
2023-04-15 04:25:00,75.5 °F
2023-04-15 04:55:00,75.5 °F
2023-04-15 05:00:00,75.4 °F
2023-04-15 05:05:00,75.5 °F
2023-04-15 05:10:00,75.6 °F
2023-04-15 05:15:00,75.4 °F
2023-04-15 05:20:00,76 °F
2023-04-15 05:25:00,75.3 °F
2023-04-15 10:05:00,75.5 °F
2023-04-15 10:15:00,75.7 °F
2023-04-15 10:20:00,75.5 °F
2023-04-15 10:25:00,75.5 °F
2023-04-15 10:30:00,75.5 °F
2023-04-15 14:35:00,77 °F
2023-04-15 15:40:00,76 °F
2023-04-15 15:45:00,77 °F
2023-04-15 15:50:00,76 °F
2023-04-15 16:05:00,77 °F
2023-04-15 16:10:00,76 °F
2023-04-15 16:30:00,75 °F
2023-04-15 16:55:00,74.5 °F
2023-04-15 17:05:00,76 °F
2023-04-15 17:40:00,76.5 °F
2023-04-15 17:50:00,75 °F
2023-04-15 18:10:00,74 °F
2023-04-15 18:15:00,75 °F
2023-04-15 18:20:00,76 °F
2023-04-15 18:55:00,76.5 °F
2023-04-15 19:05:00,75 °F
2023-04-15 19:20:00,74 °F
2023-04-15 19:25:00,75 °F
2023-04-15 19:35:00,76 °F
2023-04-15 20:05:00,76.5 °F
2023-04-15 20:15:00,75 °F
2023-04-15 20:30:00,74.5 °F
2023-04-15 20:45:00,76 °F
2023-04-15 21:30:00,77 °F
2023-04-15 21:35:00,76.5 °F
2023-04-15 23:00:00,76 °F
2023-04-15 23:05:00,75 °F
2023-04-15 23:10:00,76 °F
2023-04-16 05:30:00,75.3 °F
2023-04-16 08:30:00,74.3 °F
2023-04-16 10:25:00,73 °F
2023-04-16 10:35:00,74 °F
2023-04-16 10:55:00,73 °F
2023-04-16 15:40:00,73.7 °F
2023-04-16 15:45:00,73.4 °F
2023-04-16 15:50:00,74 °F
2023-04-16 17:55:00,74.7 °F
2023-04-16 18:05:00,74 °F
2023-04-16 18:10:00,74.5 °F
2023-04-16 18:15:00,74.5 °F
2023-04-16 18:35:00,74.5 °F
2023-04-16 18:50:00,74.5 °F
2023-04-17 01:00:00,73 °F
2023-04-17 01:05:00,73.5 °F
2023-04-17 04:30:00,72 °F
2023-04-17 07:40:00,71 °F
2023-04-17 07:50:00,72 °F
2023-04-17 08:25:00,71 °F
2023-04-17 09:55:00,72 °F
2023-04-17 13:10:00,72.5 °F
2023-04-17 13:15:00,72.7 °F
2023-04-17 14:40:00,74 °F
2023-04-17 16:05:00,75 °F
2023-04-17 16:10:00,74.5 °F
2023-04-17 18:05:00,75.5 °F
2023-04-18 00:55:00,74.5 °F
2023-04-18 01:00:00,74 °F
2023-04-18 01:05:00,74.5 °F
2023-04-18 07:05:00,73 °F
2023-04-18 07:10:00,74 °F
2023-04-18 07:50:00,73.3 °F
2023-04-18 07:55:00,74 °F
2023-04-18 08:45:00,73.5 °F
2023-04-18 08:50:00,73.5 °F
2023-04-18 08:55:00,73.3 °F
2023-04-18 09:55:00,74 °F
2023-04-18 10:00:00,73.5 °F
2023-04-18 10:05:00,73.4 °F
2023-04-18 10:10:00,74 °F
2023-04-18 10:35:00,73.5 °F
2023-04-18 10:55:00,73.5 °F
2023-04-18 22:25:00,76.3 °F
2023-04-19 02:45:00,75.5 °F
2023-04-19 02:50:00,75.5 °F
2023-04-19 02:55:00,75.5 °F
2023-04-19 03:00:00,75.4 °F
2023-04-19 03:05:00,75.5 °F
2023-04-19 11:55:00,76 °F
2023-04-19 12:10:00,75 °F
2023-04-19 12:15:00,75.7 °F
2023-04-19 12:20:00,75.5 °F
2023-04-19 14:05:00,76.7 °F
2023-04-19 15:20:00,77.5 °F
2023-04-19 15:25:00,77.7 °F
2023-04-19 17:05:00,78.7 °F
2023-04-19 20:45:00,78.5 °F
2023-04-19 20:50:00,78.5 °F
2023-04-19 22:35:00,78 °F
2023-04-19 22:40:00,77 °F
2023-04-19 22:50:00,78 °F
2023-04-20 04:35:00,77.3 °F
2023-04-20 04:40:00,77.6 °F
2023-04-20 04:45:00,77.3 °F
2023-04-20 10:45:00,78 °F
2023-04-20 10:50:00,77.5 °F
2023-04-20 10:55:00,77.5 °F
2023-04-20 11:25:00,77 °F
2023-04-20 12:20:00,78 °F
2023-04-20 12:25:00,77 °F
2023-04-20 12:30:00,77.5 °F
2023-04-20 12:35:00,76 °F
2023-04-20 12:50:00,75 °F
2023-04-20 12:55:00,76 °F
2023-04-20 13:05:00,77 °F
2023-04-20 15:40:00,77 °F
2023-04-20 18:10:00,77.5 °F
2023-04-20 18:20:00,76 °F
2023-04-20 18:30:00,75 °F
2023-04-20 18:45:00,77 °F
2023-04-20 21:20:00,76 °F
2023-04-20 21:25:00,75 °F
2023-04-20 21:30:00,76 °F
2023-04-20 22:00:00,76.7 °F
2023-04-20 22:05:00,76.5 °F
2023-04-21 01:40:00,76 °F
2023-04-21 01:45:00,77 °F
2023-04-21 01:50:00,76.4 °F
2023-04-21 08:00:00,75 °F
2023-04-21 11:05:00,76 °F
2023-04-21 11:20:00,75.5 °F
2023-04-21 11:25:00,75.5 °F
2023-04-21 11:30:00,75.5 °F
2023-04-21 12:50:00,75 °F
2023-04-21 12:55:00,74.5 °F
2023-04-21 13:00:00,74 °F
2023-04-21 13:15:00,73 °F
2023-04-21 13:20:00,74 °F
2023-04-21 13:30:00,75 °F
2023-04-21 14:20:00,75.5 °F
2023-04-21 14:25:00,75.5 °F
2023-04-21 14:30:00,74 °F
2023-04-21 14:55:00,73.5 °F
2023-04-21 15:10:00,75 °F
2023-04-21 16:20:00,76 °F
2023-04-21 18:10:00,75 °F
2023-04-21 18:30:00,74.3 °F
2023-04-21 19:00:00,75 °F
2023-04-21 20:05:00,76 °F
2023-04-21 20:25:00,75 °F
2023-04-21 20:30:00,76 °F
2023-04-21 20:35:00,75 °F
2023-04-21 20:45:00,75.5 °F
2023-04-21 20:50:00,76 °F
2023-04-21 20:55:00,75 °F
2023-04-21 21:20:00,76 °F
2023-04-22 00:50:00,75 °F
2023-04-22 00:55:00,75.4 °F
2023-04-22 05:10:00,74.3 °F
2023-04-22 08:05:00,73.5 °F
2023-04-22 08:10:00,73.5 °F
2023-04-22 08:15:00,73 °F
2023-04-22 11:25:00,74 °F
2023-04-22 11:30:00,73.5 °F
2023-04-22 11:35:00,73.5 °F
2023-04-22 13:20:00,75.5 °F
2023-04-22 13:25:00,75 °F
2023-04-22 14:50:00,76 °F
2023-04-23 03:25:00,75.5 °F
2023-04-23 03:30:00,75.5 °F
2023-04-23 03:35:00,75.5 °F
2023-04-23 03:40:00,75.3 °F
2023-04-23 07:55:00,74 °F
2023-04-23 08:00:00,74.5 °F
2023-04-23 13:50:00,73.5 °F
2023-04-23 13:55:00,73.5 °F
2023-04-23 14:00:00,73.5 °F
2023-04-23 14:05:00,73 °F
2023-04-24 00:55:00,72 °F
2023-04-24 01:00:00,72.5 °F
2023-04-24 07:00:00,71 °F
2023-04-24 07:05:00,71.6 °F
2023-04-24 07:30:00,71.3 °F
2023-04-24 07:55:00,71.5 °F
2023-04-24 11:35:00,72 °F
2023-04-24 14:10:00,72.6 °F
2023-04-24 14:20:00,72.3 °F
2023-04-24 14:25:00,73 °F
2023-04-24 16:25:00,73.5 °F
2023-04-24 16:30:00,73.5 °F
2023-04-24 16:35:00,74 °F
2023-04-24 16:40:00,73.5 °F
2023-04-24 21:50:00,75 °F
2023-04-24 23:10:00,74 °F
2023-04-24 23:20:00,74.5 °F
2023-04-25 06:25:00,73.5 °F
2023-04-26 11:30:00,75.7 °F
2023-04-26 15:40:00,77 °F
2023-04-26 17:05:00,77.5 °F
2023-04-26 17:10:00,78 °F
2023-04-26 17:20:00,77.5 °F
2023-04-26 21:25:00,78 °F
2023-04-26 21:30:00,77 °F
2023-04-26 21:55:00,77.5 °F
2023-04-26 22:00:00,76 °F
2023-04-26 22:05:00,75 °F
2023-04-26 22:10:00,76 °F
2023-04-26 22:20:00,77 °F
2023-04-27 03:15:00,76.5 °F
2023-04-27 03:20:00,76 °F
2023-04-27 08:05:00,75.5 °F
2023-04-27 08:50:00,75.5 °F
2023-04-27 09:10:00,75 °F
2023-04-27 09:15:00,75.5 °F
2023-04-27 09:20:00,75.5 °F
2023-04-27 13:15:00,76 °F
2023-04-27 17:00:00,77 °F
2023-04-27 23:15:00,76 °F
2023-04-28 02:15:00,75.5 °F
2023-04-28 02:20:00,75.4 °F
2023-04-28 05:30:00,74.3 °F
2023-04-28 08:50:00,73.3 °F
2023-04-28 08:55:00,74 °F
2023-04-28 09:10:00,73.3 °F
2023-04-28 09:15:00,73.6 °F
2023-04-28 11:35:00,75 °F
2023-04-28 12:50:00,76 °F
2023-04-28 13:55:00,77 °F
2023-04-28 14:00:00,76.5 °F
2023-04-28 14:05:00,76.5 °F
2023-04-28 15:20:00,77.5 °F
2023-04-28 15:25:00,76 °F
2023-04-28 15:40:00,75.5 °F
2023-04-28 15:50:00,77 °F
2023-04-28 16:25:00,78 °F
2023-04-28 16:35:00,77.5 °F
2023-04-29 00:35:00,77.3 °F
2023-04-29 04:00:00,76.3 °F
2023-04-29 07:15:00,75 °F
2023-04-29 09:55:00,74.5 °F
2023-04-29 10:00:00,74.5 °F
2023-04-29 10:15:00,74.5 °F
2023-04-29 12:50:00,74.3 °F
2023-04-29 12:55:00,74.5 °F
2023-04-29 17:30:00,74.7 °F
2023-04-29 17:35:00,74.5 °F
2023-04-29 18:30:00,74.5 °F
2023-04-29 19:05:00,74.5 °F
2023-04-29 19:15:00,74.5 °F
2023-04-29 20:00:00,74.5 °F
2023-04-29 20:05:00,74.3 °F
2023-04-30 01:10:00,73.3 °F
2023-04-30 01:15:00,73.5 °F
2023-04-30 04:35:00,72 °F
2023-04-30 08:30:00,71 °F
2023-04-30 08:35:00,71.5 °F
2023-04-30 08:40:00,71.5 °F
2023-04-30 08:45:00,71.7 °F
2023-04-30 08:50:00,71.3 °F
2023-04-30 09:50:00,72 °F
2023-04-30 09:55:00,71.5 °F
2023-04-30 10:00:00,71.5 °F
2023-04-30 14:20:00,73 °F
2023-04-30 16:35:00,74 °F
2023-04-30 18:45:00,74.7 °F
2023-05-01 03:30:00,74 °F
2023-05-01 07:30:00,73 °F
2023-05-01 08:40:00,73 °F
2023-05-01 12:10:00,73.6 °F
2023-05-01 15:50:00,75 °F
2023-05-01 18:15:00,75.5 °F
2023-05-01 18:20:00,76 °F
2023-05-02 04:25:00,75.4 °F
2023-05-02 04:30:00,75.5 °F
2023-05-02 11:25:00,76 °F
2023-05-02 14:30:00,76.6 °F
2023-05-03 04:45:00,76.5 °F
2023-05-03 04:50:00,76 °F
2023-05-03 10:55:00,77 °F
2023-05-03 12:25:00,78 °F
2023-05-03 14:15:00,78.7 °F
2023-05-03 14:20:00,78.5 °F
2023-05-03 16:00:00,79.6 °F
2023-05-03 18:20:00,81 °F
2023-05-03 18:35:00,80.5 °F
2023-05-03 18:40:00,80 °F
2023-05-03 21:45:00,79 °F
2023-05-03 21:50:00,78 °F
2023-05-03 22:00:00,77 °F
2023-05-03 22:15:00,76.5 °F
2023-05-03 22:25:00,78 °F
2023-05-04 05:35:00,77.5 °F
2023-05-04 05:40:00,77.4 °F
2023-05-04 14:05:00,78 °F
2023-05-04 19:20:00,78.5 °F
2023-05-04 19:30:00,77 °F
2023-05-04 19:35:00,78 °F
2023-05-05 10:50:00,78.5 °F
2023-05-05 10:55:00,79 °F
2023-05-05 13:55:00,79.7 °F
2023-05-05 15:20:00,79 °F
2023-05-05 15:30:00,78 °F
2023-05-05 16:10:00,77 °F
2023-05-05 17:20:00,76 °F
2023-05-05 18:20:00,77 °F
2023-05-05 18:40:00,78 °F
2023-05-05 18:45:00,77.3 °F
2023-05-05 18:55:00,76.3 °F
2023-05-05 19:40:00,75 °F
2023-05-05 19:45:00,76 °F
2023-05-05 19:55:00,77 °F
2023-05-05 20:50:00,77.5 °F
2023-05-05 21:00:00,76 °F
2023-05-05 21:35:00,77 °F
2023-05-05 22:20:00,77.5 °F
2023-05-05 22:25:00,78 °F
2023-05-06 12:50:00,78.7 °F
2023-05-06 13:15:00,78.5 °F
2023-05-06 14:40:00,78 °F
2023-05-06 14:55:00,77 °F
2023-05-06 15:00:00,78 °F
2023-05-06 15:10:00,79 °F
2023-05-06 15:20:00,78 °F
2023-05-06 15:25:00,77 °F
2023-05-06 16:05:00,76 °F
2023-05-06 16:10:00,77 °F
2023-05-06 16:20:00,78 °F
2023-05-06 16:30:00,77 °F
2023-05-06 16:45:00,76.4 °F
2023-05-06 17:25:00,75.5 °F
2023-05-06 17:35:00,77 °F
2023-05-06 17:45:00,76 °F
2023-05-06 18:05:00,75 °F
2023-05-06 18:35:00,74.5 °F
2023-05-06 18:45:00,76 °F
2023-05-06 19:05:00,77 °F
2023-05-06 20:25:00,77.7 °F
2023-05-06 20:40:00,77.5 °F
2023-05-07 18:05:00,78.7 °F
2023-05-07 18:10:00,78.5 °F
2023-05-07 18:15:00,78.4 °F
2023-05-07 18:20:00,79 °F
2023-05-07 20:55:00,78 °F
2023-05-07 21:00:00,77 °F
2023-05-07 21:10:00,76.5 °F
2023-05-07 21:20:00,78 °F
2023-05-08 08:40:00,78 °F
2023-05-08 12:30:00,79 °F
2023-05-08 12:45:00,78.5 °F
2023-05-08 12:50:00,78.5 °F
2023-05-08 16:30:00,80 °F
2023-05-08 16:55:00,79.5 °F
2023-05-08 17:45:00,79.3 °F
2023-05-08 22:25:00,78 °F
2023-05-09 01:40:00,77.3 °F
2023-05-09 01:45:00,77.5 °F
2023-05-09 10:05:00,76.5 °F
2023-05-09 11:35:00,76.5 °F
2023-05-09 11:50:00,76.5 °F
2023-05-09 12:05:00,76.5 °F
2023-05-09 12:10:00,76.5 °F
2023-05-09 12:15:00,76 °F
2023-05-09 12:20:00,77 °F
2023-05-09 12:25:00,76 °F
2023-05-09 12:30:00,76.5 °F
2023-05-09 12:35:00,77 °F
2023-05-09 12:40:00,76.5 °F
2023-05-09 12:45:00,76.5 °F
2023-05-09 12:55:00,76 °F
2023-05-09 13:05:00,77 °F
2023-05-09 13:25:00,76.5 °F
2023-05-09 21:50:00,78 °F
2023-05-09 21:55:00,77.3 °F
2023-05-09 22:00:00,77.7 °F
2023-05-09 22:30:00,77.5 °F
2023-05-09 23:15:00,77.5 °F
2023-05-09 23:20:00,77.4 °F
2023-05-10 07:30:00,76 °F
2023-05-10 07:35:00,77 °F
2023-05-10 08:35:00,76.4 °F
2023-05-10 08:40:00,77 °F
2023-05-10 08:50:00,76 °F
2023-05-10 08:55:00,76.5 °F
2023-05-10 09:15:00,76.6 °F
2023-05-10 10:05:00,76.5 °F
2023-05-10 10:15:00,76.5 °F
2023-05-10 10:20:00,76.3 °F
2023-05-10 10:50:00,77 °F
2023-05-10 10:55:00,76.5 °F
2023-05-10 11:00:00,76.5 °F
2023-05-10 11:10:00,76 °F
2023-05-10 11:15:00,77 °F
2023-05-10 11:25:00,76.4 °F
2023-05-10 11:30:00,76.6 °F
2023-05-10 11:35:00,76.5 °F
2023-05-10 12:20:00,76.3 °F
2023-05-10 12:25:00,77 °F
2023-05-10 13:35:00,76 °F
2023-05-10 13:40:00,77 °F
2023-05-10 14:15:00,76 °F
2023-05-10 14:20:00,77 °F
2023-05-11 03:05:00,76.5 °F
2023-05-11 03:15:00,76.5 °F
2023-05-11 03:20:00,76.5 °F
2023-05-11 03:25:00,76 °F
2023-05-11 09:00:00,76.5 °F
2023-05-11 09:10:00,77 °F
2023-05-11 09:20:00,76 °F
2023-05-11 09:25:00,77 °F
2023-05-11 09:30:00,76.5 °F
2023-05-11 12:55:00,78 °F
2023-05-11 15:05:00,79 °F
2023-05-11 15:10:00,78.5 °F
2023-05-11 17:00:00,80 °F
2023-05-11 17:05:00,79.3 °F
2023-05-11 17:10:00,80 °F
2023-05-11 22:00:00,79 °F
2023-05-11 22:05:00,78 °F
2023-05-11 22:25:00,77 °F
2023-05-11 22:30:00,78 °F
2023-05-11 22:40:00,79 °F
2023-05-11 22:50:00,78 °F
2023-05-11 23:15:00,79 °F
2023-05-12 08:40:00,79.5 °F
2023-05-12 08:45:00,79.5 °F
2023-05-12 10:05:00,79.7 °F
2023-05-12 10:10:00,79.5 °F
2023-05-12 13:45:00,80.5 °F
2023-05-12 13:50:00,81 °F
2023-05-12 15:45:00,80 °F
2023-05-12 16:00:00,79 °F
2023-05-12 16:20:00,78 °F
2023-05-12 16:25:00,79 °F
2023-05-12 16:35:00,80 °F
2023-05-12 17:15:00,80.5 °F
2023-05-12 17:25:00,79 °F
2023-05-12 17:40:00,78 °F
2023-05-12 17:45:00,79 °F
2023-05-12 17:55:00,80 °F
2023-05-12 18:55:00,79 °F
2023-05-12 19:15:00,78.3 °F
2023-05-12 19:45:00,77 °F
2023-05-12 19:50:00,78 °F
2023-05-12 20:00:00,79 °F
2023-05-12 20:55:00,79.7 °F
2023-05-12 21:10:00,79.5 °F
2023-05-12 21:15:00,79.3 °F
2023-05-12 21:20:00,79.6 °F
2023-05-12 22:30:00,79 °F
2023-05-12 22:35:00,78 °F
2023-05-12 22:40:00,79 °F
2023-05-12 22:55:00,80 °F
2023-05-12 23:10:00,79 °F
2023-05-12 23:15:00,78 °F
2023-05-12 23:20:00,79 °F
2023-05-13 00:00:00,79.7 °F
2023-05-13 00:05:00,79.5 °F
2023-05-13 08:10:00,79 °F
2023-05-13 08:15:00,79.3 °F
2023-05-13 08:25:00,80 °F
2023-05-13 08:30:00,79.5 °F
2023-05-13 09:55:00,79 °F
2023-05-13 10:00:00,79.5 °F
2023-05-13 10:05:00,79.7 °F
2023-05-13 10:10:00,79.3 °F
2023-05-13 12:55:00,79.7 °F
2023-05-13 13:00:00,79 °F
2023-05-13 13:15:00,80 °F
2023-05-13 13:20:00,79.5 °F
2023-05-13 17:05:00,80.5 °F
2023-05-13 17:15:00,79 °F
2023-05-13 17:25:00,78 °F
2023-05-13 17:30:00,79 °F
2023-05-13 17:45:00,80 °F
2023-05-13 18:15:00,79 °F
2023-05-13 18:25:00,78 °F
2023-05-13 18:35:00,77.4 °F
2023-05-13 18:45:00,78 °F
2023-05-13 18:55:00,79 °F
2023-05-13 19:55:00,78 °F
2023-05-13 20:05:00,79 °F
2023-05-13 21:25:00,79.7 °F
2023-05-13 21:30:00,79.5 °F
2023-05-13 23:00:00,79 °F
2023-05-13 23:05:00,78 °F
2023-05-13 23:15:00,79 °F
2023-05-13 23:20:00,78.3 °F
2023-05-13 23:25:00,77 °F
2023-05-13 23:35:00,78 °F
2023-05-13 23:50:00,79 °F
2023-05-14 04:15:00,78.5 °F
2023-05-14 04:30:00,78.5 °F
2023-05-14 04:35:00,78.4 °F
2023-05-14 04:40:00,78.5 °F
2023-05-14 13:35:00,78.7 °F
2023-05-14 17:40:00,78 °F
2023-05-14 18:00:00,77 °F
2023-05-14 18:30:00,78 °F
2023-05-14 19:20:00,79 °F
2023-05-14 22:45:00,80 °F
2023-05-14 22:50:00,79 °F
2023-05-14 22:55:00,78 °F
2023-05-14 23:15:00,79 °F
2023-05-15 06:45:00,78.6 °F
2023-05-15 06:55:00,78 °F
2023-05-15 07:05:00,79 °F
2023-05-15 07:35:00,78.3 °F
2023-05-15 07:45:00,78.5 °F
2023-05-15 07:50:00,79 °F
2023-05-15 08:40:00,79 °F
2023-05-15 12:55:00,79.7 °F
2023-05-15 23:20:00,79.3 °F
2023-05-16 03:50:00,78.4 °F
2023-05-16 03:55:00,78.5 °F
2023-05-16 10:15:00,77 °F
2023-05-16 10:20:00,76 °F
2023-05-16 10:35:00,77 °F
2023-05-16 11:10:00,78 °F
2023-05-16 11:25:00,77.5 °F
2023-05-16 13:25:00,79 °F
2023-05-16 13:30:00,78.6 °F
2023-05-16 15:30:00,80 °F
2023-05-16 16:30:00,79 °F
2023-05-16 16:40:00,78 °F
2023-05-16 17:05:00,77 °F
2023-05-16 17:10:00,78 °F
2023-05-16 17:20:00,79 °F
2023-05-16 18:45:00,80 °F
2023-05-16 18:50:00,79 °F
2023-05-16 19:15:00,80 °F
2023-05-16 19:20:00,79.5 °F
2023-05-17 00:15:00,79.5 °F
2023-05-17 00:20:00,79 °F
2023-05-17 06:35:00,78 °F
2023-05-17 09:50:00,78.5 °F
2023-05-17 09:55:00,78.7 °F
2023-05-17 10:00:00,78.5 °F
2023-05-17 10:10:00,78.5 °F
2023-05-17 13:15:00,80 °F
2023-05-17 13:25:00,79 °F
2023-05-17 13:50:00,79.7 °F
2023-05-17 13:55:00,79.5 °F
2023-05-17 15:30:00,81 °F
2023-05-17 17:35:00,81.7 °F
2023-05-17 18:05:00,81.5 °F
2023-05-17 18:10:00,81.5 °F
2023-05-17 19:10:00,81 °F
2023-05-17 19:15:00,82 °F
2023-05-17 19:25:00,81.5 °F
2023-05-17 19:30:00,81.5 °F
2023-05-17 19:50:00,81.5 °F
2023-05-17 19:55:00,81.5 °F
2023-05-17 20:05:00,81.4 °F
2023-05-18 00:45:00,80 °F
2023-05-18 04:15:00,79.5 °F
2023-05-18 04:20:00,79.4 °F
2023-05-18 04:25:00,79.5 °F
2023-05-18 07:50:00,78 °F
2023-05-18 07:55:00,78.6 °F
2023-05-18 08:00:00,78 °F
2023-05-18 11:25:00,78.5 °F
2023-05-18 11:30:00,79 °F
2023-05-18 15:55:00,80 °F
2023-05-18 18:25:00,81 °F
2023-05-19 00:10:00,80.3 °F
2023-05-19 00:15:00,80.6 °F
2023-05-19 00:20:00,80.5 °F
2023-05-19 00:25:00,80.4 °F
2023-05-19 00:30:00,80.5 °F
2023-05-19 00:35:00,80.5 °F
2023-05-19 00:55:00,80.5 °F
2023-05-19 06:45:00,79.5 °F
2023-05-19 06:50:00,79.3 °F
2023-05-19 11:10:00,79.5 °F
2023-05-19 11:15:00,79.5 °F
2023-05-19 11:20:00,79.7 °F
2023-05-19 11:30:00,79.5 °F
2023-05-19 15:30:00,80.5 °F
2023-05-19 15:35:00,81 °F
2023-05-19 18:05:00,81.7 °F
2023-05-19 22:35:00,81 °F
2023-05-19 22:40:00,80 °F
2023-05-19 22:50:00,79 °F
2023-05-19 23:20:00,80 °F
2023-05-19 23:35:00,81 °F
